time,run_id,gps_latitude,gps_longitude,gps_speed,t,theta,omega,v,simulation_running
2026-09-09 13:22:54.25+00:00,0,47.05057060,8.31540139,18.000,54.250,-0.170,0.000,5.000,True
2026-09-09 13:22:54.30+00:00,0,47.05057022,8.31540464,18.000,54.300,-0.170,0.000,5.000,True
2026-09-09 13:22:54.35+00:00,0,47.05056984,8.31540789,18.000,54.350,-0.170,0.000,5.000,True
2026-09-09 13:22:54.40+00:00,0,47.05056946,8.31541115,18.000,54.400,-0.170,0.000,5.000,True
2026-09-09 13:22:54.45+00:00,0,47.05056908,8.31541440,18.000,54.450,-0.170,0.000,5.000,True
2026-09-09 13:22:54.50+00:00,0,47.05056870,8.31541765,18.000,54.500,-0.170,0.000,5.000,True
2026-09-09 13:22:54.55+00:00,0,47.05056832,8.31542090,18.000,54.550,-0.170,0.000,5.000,True
2026-09-09 13:22:54.60+00:00,0,47.05056794,8.31542416,18.000,54.600,-0.170,0.000,5.000,True
2026-09-09 13:22:54.65+00:00,0,47.05056755,8.31542741,18.000,54.650,-0.170,0.000,5.000,True
2026-09-09 13:22:54.70+00:00,0,47.05056717,8.31543066,18.000,54.700,-0.170,0.000,5.000,True
2026-09-09 13:22:54.75+00:00,0,47.05056679,8.31543391,18.000,54.750,-0.170,0.000,5.000,True
2026-09-09 13:22:54.80+00:00,0,47.05056641,8.31543716,18.000,54.800,-0.170,0.000,5.000,True
2026-09-09 13:22:54.85+00:00,0,47.05056603,8.31544042,18.000,54.850,-0.170,0.000,5.000,True
2026-09-09 13:22:54.90+00:00,0,47.05056565,8.31544367,18.000,54.900,-0.170,0.000,5.000,True
2026-09-09 13:22:54.95+00:00,0,47.05056527,8.31544692,18.000,54.950,-0.170,0.000,5.000,True
2026-09-09 13:22:55.00+00:00,0,47.05056489,8.31545017,18.000,55.000,-0.170,0.000,5.000,True
2026-09-09 13:22:55.05+00:00,0,47.05056451,8.31545342,18.000,55.050,-0.170,0.000,5.000,True
2026-09-09 13:22:55.10+00:00,0,47.05056413,8.31545668,18.000,55.100,-0.170,0.000,5.000,True
2026-09-09 13:22:55.15+00:00,0,47.05056375,8.31545993,18.000,55.150,-0.170,0.000,5.000,True
2026-09-09 13:22:55.20+00:00,0,47.05056337,8.31546318,18.000,55.200,-0.170,0.000,5.000,True
2026-09-09 13:22:55.25+00:00,0,47.05056299,8.31546643,18.000,55.250,-0.170,0.000,5.000,True
2026-09-09 13:22:55.30+00:00,0,47.05056260,8.31546969,18.000,55.300,-0.170,0.000,5.000,True
2026-09-09 13:22:55.35+00:00,0,47.05056222,8.31547294,18.000,55.350,-0.170,0.000,5.000,True
2026-09-09 13:22:55.40+00:00,0,47.05056184,8.31547619,18.000,55.400,-0.170,0.000,5.000,True
2026-09-09 13:22:55.45+00:00,0,47.05056146,8.31547944,18.000,55.450,-0.170,0.000,5.000,True
2026-09-09 13:22:55.50+00:00,0,47.05056108,8.31548269,18.000,55.500,-0.170,0.000,5.000,True
2026-09-09 13:22:55.55+00:00,0,47.05056070,8.31548595,18.000,55.550,-0.170,0.000,5.000,True
2026-09-09 13:22:55.60+00:00,0,47.05056032,8.31548920,18.000,55.600,-0.170,0.000,5.000,True
2026-09-09 13:22:55.65+00:00,0,47.05055994,8.31549245,18.000,55.650,-0.170,0.000,5.000,True
2026-09-09 13:22:55.70+00:00,0,47.05055956,8.31549570,18.000,55.700,-0.170,0.000,5.000,True
2026-09-09 13:22:55.75+00:00,0,47.05055918,8.31549895,18.000,55.750,-0.170,0.000,5.000,True
2026-09-09 13:22:55.80+00:00,0,47.05055880,8.31550221,18.000,55.800,-0.170,0.000,5.000,True
2026-09-09 13:22:55.85+00:00,0,47.05055842,8.31550546,18.000,55.850,-0.170,0.000,5.000,True
2026-09-09 13:22:55.90+00:00,0,47.05055804,8.31550871,18.000,55.900,-0.170,0.000,5.000,True
2026-09-09 13:22:55.95+00:00,0,47.05055765,8.31551196,18.000,55.950,-0.170,0.000,5.000,True
2026-09-09 13:22:56.00+00:00,0,47.05055727,8.31551521,18.000,56.000,-0.170,0.000,5.000,True
2026-09-09 13:22:56.05+00:00,0,47.05055689,8.31551847,18.000,56.050,-0.170,0.000,5.000,True
2026-09-09 13:22:56.10+00:00,0,47.05055651,8.31552172,18.000,56.100,-0.170,0.000,5.000,True
2026-09-09 13:22:56.15+00:00,0,47.05055613,8.31552497,18.000,56.150,-0.170,0.000,5.000,True
2026-09-09 13:22:56.20+00:00,0,47.05055575,8.31552822,18.000,56.200,-0.170,0.000,5.000,True
2026-09-09 13:22:56.25+00:00,0,47.05055537,8.31553148,18.000,56.250,-0.170,0.000,5.000,True
2026-09-09 13:22:56.30+00:00,0,47.05055499,8.31553473,18.000,56.300,-0.170,0.000,5.000,True
2026-09-09 13:22:56.35+00:00,0,47.05055461,8.31553798,18.000,56.350,-0.170,0.000,5.000,True
2026-09-09 13:22:56.40+00:00,0,47.05055423,8.31554123,18.000,56.400,-0.170,0.000,5.000,True
2026-09-09 13:22:56.45+00:00,0,47.05055385,8.31554448,18.000,56.450,-0.170,0.000,5.000,True
2026-09-09 13:22:56.50+00:00,0,47.05055347,8.31554774,18.000,56.500,-0.170,0.000,5.000,True
2026-09-09 13:22:56.55+00:00,0,47.05055309,8.31555099,18.000,56.550,-0.170,0.000,5.000,True
2026-09-09 13:22:56.60+00:00,0,47.05055271,8.31555424,18.000,56.600,-0.170,0.000,5.000,True
2026-09-09 13:22:56.65+00:00,0,47.05055232,8.31555749,18.000,56.650,-0.170,0.000,5.000,True
2026-09-09 13:22:56.70+00:00,0,47.05055194,8.31556074,18.000,56.700,-0.170,0.000,5.000,True
2026-09-09 13:22:56.75+00:00,0,47.05055156,8.31556400,18.000,56.750,-0.170,0.000,5.000,True
2026-09-09 13:22:56.80+00:00,0,47.05055118,8.31556725,18.000,56.800,-0.170,0.000,5.000,True
2026-09-09 13:22:56.85+00:00,0,47.05055080,8.31557050,18.000,56.850,-0.170,0.000,5.000,True
2026-09-09 13:22:56.90+00:00,0,47.05055042,8.31557375,18.000,56.900,-0.170,0.000,5.000,True
2026-09-09 13:22:56.95+00:00,0,47.05055004,8.31557701,18.000,56.950,-0.170,0.000,5.000,True
2026-09-09 13:22:57.00+00:00,0,47.05054966,8.31558026,18.000,57.000,-0.170,0.000,5.000,True
2026-09-09 13:22:57.05+00:00,0,47.05054928,8.31558351,18.000,57.050,-0.170,0.000,5.000,True
2026-09-09 13:22:57.10+00:00,0,47.05054890,8.31558676,18.000,57.100,-0.170,0.000,5.000,True
2026-09-09 13:22:57.15+00:00,0,47.05054852,8.31559001,18.000,57.150,-0.170,0.000,5.000,True
2026-09-09 13:22:57.20+00:00,0,47.05054814,8.31559327,18.000,57.200,-0.170,0.000,5.000,True
2026-09-09 13:22:57.25+00:00,0,47.05054776,8.31559652,18.000,57.250,-0.170,0.000,5.000,True
2026-09-09 13:22:57.30+00:00,0,47.05054737,8.31559977,18.000,57.300,-0.170,0.000,5.000,True
2026-09-09 13:22:57.35+00:00,0,47.05054699,8.31560302,18.000,57.350,-0.170,0.000,5.000,True
2026-09-09 13:22:57.40+00:00,0,47.05054661,8.31560627,18.000,57.400,-0.170,0.000,5.000,True
2026-09-09 13:22:57.45+00:00,0,47.05054623,8.31560953,18.000,57.450,-0.170,0.000,5.000,True
2026-09-09 13:22:57.50+00:00,0,47.05054585,8.31561278,18.000,57.500,-0.170,0.000,5.000,True
2026-09-09 13:22:57.55+00:00,0,47.05054547,8.31561603,18.000,57.550,-0.170,0.000,5.000,True
2026-09-09 13:22:57.60+00:00,0,47.05054509,8.31561928,18.000,57.600,-0.170,0.000,5.000,True
2026-09-09 13:22:57.65+00:00,0,47.05054471,8.31562253,18.000,57.650,-0.170,0.000,5.000,True
2026-09-09 13:22:57.70+00:00,0,47.05054433,8.31562579,18.000,57.700,-0.170,0.000,5.000,True
2026-09-09 13:22:57.75+00:00,0,47.05054395,8.31562904,18.000,57.750,-0.170,0.000,5.000,True
2026-09-09 13:22:57.80+00:00,0,47.05054357,8.31563229,18.000,57.800,-0.170,0.000,5.000,True
2026-09-09 13:22:57.85+00:00,0,47.05054319,8.31563554,18.000,57.850,-0.170,0.000,5.000,True
2026-09-09 13:22:57.90+00:00,0,47.05054281,8.31563880,18.000,57.900,-0.170,0.000,5.000,True
2026-09-09 13:22:57.95+00:00,0,47.05054243,8.31564205,18.000,57.950,-0.170,0.000,5.000,True
2026-09-09 13:22:58.00+00:00,0,47.05054204,8.31564530,18.000,58.000,-0.170,0.000,5.000,True
2026-09-09 13:22:58.05+00:00,0,47.05054166,8.31564855,18.000,58.050,-0.170,0.000,5.000,True
2026-09-09 13:22:58.10+00:00,0,47.05054128,8.31565180,18.000,58.100,-0.170,0.000,5.000,True
2026-09-09 13:22:58.15+00:00,0,47.05054090,8.31565506,18.000,58.150,-0.170,0.000,5.000,True
2026-09-09 13:22:58.20+00:00,0,47.05054052,8.31565831,18.000,58.200,-0.170,0.000,5.000,True
2026-09-09 13:22:58.25+00:00,0,47.05054014,8.31566156,18.000,58.250,-0.170,0.000,5.000,True
2026-09-09 13:22:58.30+00:00,0,47.05053976,8.31566481,18.000,58.300,-0.170,0.000,5.000,True
2026-09-09 13:22:58.35+00:00,0,47.05053938,8.31566806,18.000,58.350,-0.170,0.000,5.000,True
2026-09-09 13:22:58.40+00:00,0,47.05053900,8.31567132,18.000,58.400,-0.170,0.000,5.000,True
2026-09-09 13:22:58.45+00:00,0,47.05053862,8.31567457,18.000,58.450,-0.170,0.000,5.000,True
2026-09-09 13:22:58.50+00:00,0,47.05053824,8.31567782,18.000,58.500,-0.170,0.000,5.000,True
2026-09-09 13:22:58.55+00:00,0,47.05053786,8.31568107,18.000,58.550,-0.170,0.000,5.000,True
2026-09-09 13:22:58.60+00:00,0,47.05053748,8.31568432,18.000,58.600,-0.170,0.000,5.000,True
2026-09-09 13:22:58.65+00:00,0,47.05053709,8.31568758,18.000,58.650,-0.170,0.000,5.000,True
2026-09-09 13:22:58.70+00:00,0,47.05053671,8.31569083,18.000,58.700,-0.170,0.000,5.000,True
2026-09-09 13:22:58.75+00:00,0,47.05053633,8.31569408,18.000,58.750,-0.170,0.000,5.000,True
2026-09-09 13:22:58.80+00:00,0,47.05053595,8.31569733,18.000,58.800,-0.170,0.000,5.000,True
2026-09-09 13:22:58.85+00:00,0,47.05053557,8.31570059,18.000,58.850,-0.170,0.000,5.000,True
2026-09-09 13:22:58.90+00:00,0,47.05053519,8.31570384,18.000,58.900,-0.170,0.000,5.000,True
2026-09-09 13:22:58.95+00:00,0,47.05053481,8.31570709,18.000,58.950,-0.170,0.000,5.000,True
2026-09-09 13:22:59.00+00:00,0,47.05053443,8.31571034,18.000,59.000,-0.170,0.000,5.000,True
2026-09-09 13:22:59.05+00:00,0,47.05053405,8.31571359,18.000,59.050,-0.170,0.000,5.000,True
2026-09-09 13:22:59.10+00:00,0,47.05053367,8.31571685,18.000,59.100,-0.170,0.000,5.000,True
2026-09-09 13:22:59.15+00:00,0,47.05053329,8.31572010,18.000,59.150,-0.170,0.000,5.000,True
2026-09-09 13:22:59.20+00:00,0,47.05053291,8.31572335,18.000,59.200,-0.170,0.000,5.000,True
2026-09-09 13:22:59.25+00:00,0,47.05053253,8.31572660,18.000,59.250,-0.170,0.000,5.000,True
2026-09-09 13:22:59.30+00:00,0,47.05053214,8.31572985,18.000,59.300,-0.170,0.000,5.000,True
2026-09-09 13:22:59.35+00:00,0,47.05053176,8.31573311,18.000,59.350,-0.170,0.000,5.000,True
2026-09-09 13:22:59.40+00:00,0,47.05053138,8.31573636,18.000,59.400,-0.170,0.000,5.000,True
2026-09-09 13:22:59.45+00:00,0,47.05053100,8.31573961,18.000,59.450,-0.170,0.000,5.000,True
2026-09-09 13:22:59.50+00:00,0,47.05053062,8.31574286,18.000,59.500,-0.170,0.000,5.000,True
2026-09-09 13:22:59.55+00:00,0,47.05053024,8.31574612,18.000,59.550,-0.170,0.000,5.000,True
2026-09-09 13:22:59.60+00:00,0,47.05052986,8.31574937,18.000,59.600,-0.170,0.000,5.000,True
2026-09-09 13:22:59.65+00:00,0,47.05052948,8.31575262,18.000,59.650,-0.170,0.000,5.000,True
2026-09-09 13:22:59.70+00:00,0,47.05052910,8.31575587,18.000,59.700,-0.170,0.000,5.000,True
2026-09-09 13:22:59.75+00:00,0,47.05052872,8.31575912,18.000,59.750,-0.170,0.000,5.000,True
2026-09-09 13:22:59.80+00:00,0,47.05052834,8.31576238,18.000,59.800,-0.170,0.000,5.000,True
2026-09-09 13:22:59.85+00:00,0,47.05052796,8.31576563,18.000,59.850,-0.170,0.000,5.000,True
2026-09-09 13:22:59.90+00:00,0,47.05052758,8.31576888,18.000,59.900,-0.170,0.000,5.000,True
2026-09-09 13:22:59.95+00:00,0,47.05052720,8.31577213,18.000,59.950,-0.170,0.000,5.000,True
2026-09-09 13:23:00.00+00:00,0,47.05052681,8.31577538,18.000,60.000,-0.170,0.000,5.000,True
2026-09-09 13:23:00.05+00:00,0,47.05052643,8.31577864,18.000,60.050,-0.170,0.000,5.000,True
2026-09-09 13:23:00.10+00:00,0,47.05052605,8.31578189,18.000,60.100,-0.170,0.000,5.000,True
2026-09-09 13:23:00.15+00:00,0,47.05052567,8.31578514,18.000,60.150,-0.170,0.000,5.000,True
2026-09-09 13:23:00.20+00:00,0,47.05052529,8.31578839,18.000,60.200,-0.170,0.000,5.000,True
2026-09-09 13:23:00.25+00:00,0,47.05052491,8.31579164,18.000,60.250,-0.170,0.000,5.000,True
2026-09-09 13:23:00.30+00:00,0,47.05052453,8.31579490,18.000,60.300,-0.170,0.000,5.000,True
2026-09-09 13:23:00.35+00:00,0,47.05052415,8.31579815,18.000,60.350,-0.170,0.000,5.000,True
2026-09-09 13:23:00.40+00:00,0,47.05052377,8.31580140,18.000,60.400,-0.170,0.000,5.000,True
2026-09-09 13:23:00.45+00:00,0,47.05052339,8.31580465,18.000,60.450,-0.170,0.000,5.000,True
2026-09-09 13:23:00.50+00:00,0,47.05052301,8.31580791,18.000,60.500,-0.170,0.000,5.000,True
2026-09-09 13:23:00.55+00:00,0,47.05052263,8.31581116,18.000,60.550,-0.170,0.000,5.000,True
2026-09-09 13:23:00.60+00:00,0,47.05052225,8.31581441,18.000,60.600,-0.170,0.000,5.000,True
2026-09-09 13:23:00.65+00:00,0,47.05052186,8.31581766,18.000,60.650,-0.170,0.000,5.000,True
2026-09-09 13:23:00.70+00:00,0,47.05052148,8.31582091,18.000,60.700,-0.170,0.000,5.000,True
2026-09-09 13:23:00.75+00:00,0,47.05052110,8.31582417,18.000,60.750,-0.170,0.000,5.000,True
2026-09-09 13:23:00.80+00:00,0,47.05052072,8.31582742,18.000,60.800,-0.170,0.000,5.000,True
2026-09-09 13:23:00.85+00:00,0,47.05052034,8.31583067,18.000,60.850,-0.170,0.000,5.000,True
2026-09-09 13:23:00.90+00:00,0,47.05051996,8.31583392,18.000,60.900,-0.170,0.000,5.000,True
2026-09-09 13:23:00.95+00:00,0,47.05051958,8.31583717,18.000,60.950,-0.170,0.000,5.000,True
2026-09-09 13:23:01.00+00:00,0,47.05051920,8.31584043,18.000,61.000,-0.170,0.000,5.000,True
2026-09-09 13:23:01.05+00:00,0,47.05051882,8.31584368,18.000,61.050,-0.170,0.000,5.000,True
2026-09-09 13:23:01.10+00:00,0,47.05051844,8.31584693,18.000,61.100,-0.170,0.000,5.000,True
2026-09-09 13:23:01.15+00:00,0,47.05051806,8.31585018,18.000,61.150,-0.170,0.000,5.000,True
2026-09-09 13:23:01.20+00:00,0,47.05051768,8.31585343,18.000,61.200,-0.170,0.000,5.000,True
2026-09-09 13:23:01.25+00:00,0,47.05051730,8.31585669,18.000,61.250,-0.170,0.000,5.000,True
2026-09-09 13:23:01.30+00:00,0,47.05051691,8.31585994,18.000,61.300,-0.170,0.000,5.000,True
2026-09-09 13:23:01.35+00:00,0,47.05051653,8.31586319,18.000,61.350,-0.170,0.000,5.000,True
2026-09-09 13:23:01.40+00:00,0,47.05051615,8.31586644,18.000,61.400,-0.170,0.000,5.000,True
2026-09-09 13:23:01.45+00:00,0,47.05051577,8.31586970,18.000,61.450,-0.170,0.000,5.000,True
2026-09-09 13:23:01.50+00:00,0,47.05051539,8.31587295,18.000,61.500,-0.170,0.000,5.000,True
2026-09-09 13:23:01.55+00:00,0,47.05051501,8.31587620,18.000,61.550,-0.170,0.000,5.000,True
2026-09-09 13:23:01.60+00:00,0,47.05051463,8.31587945,18.000,61.600,-0.170,0.000,5.000,True
2026-09-09 13:23:01.65+00:00,0,47.05051425,8.31588270,18.000,61.650,-0.170,0.000,5.000,True
2026-09-09 13:23:01.70+00:00,0,47.05051387,8.31588596,18.000,61.700,-0.170,0.000,5.000,True
2026-09-09 13:23:01.75+00:00,0,47.05051349,8.31588921,18.000,61.750,-0.170,0.000,5.000,True
2026-09-09 13:23:01.80+00:00,0,47.05051311,8.31589246,18.000,61.800,-0.170,0.000,5.000,True
2026-09-09 13:23:01.85+00:00,0,47.05051273,8.31589571,18.000,61.850,-0.170,0.000,5.000,True
2026-09-09 13:23:01.90+00:00,0,47.05051235,8.31589896,18.000,61.900,-0.170,0.000,5.000,True
2026-09-09 13:23:01.95+00:00,0,47.05051197,8.31590222,18.000,61.950,-0.170,0.000,5.000,True
2026-09-09 13:23:02.00+00:00,0,47.05051158,8.31590547,18.000,62.000,-0.170,0.000,5.000,True
2026-09-09 13:23:02.05+00:00,0,47.05051120,8.31590872,18.000,62.050,-0.170,0.000,5.000,True
2026-09-09 13:23:02.10+00:00,0,47.05051082,8.31591197,18.000,62.100,-0.170,0.000,5.000,True
2026-09-09 13:23:02.15+00:00,0,47.05051044,8.31591522,18.000,62.150,-0.170,0.000,5.000,True
2026-09-09 13:23:02.20+00:00,0,47.05051006,8.31591848,18.000,62.200,-0.170,0.000,5.000,True
2026-09-09 13:23:02.25+00:00,0,47.05050968,8.31592173,18.000,62.250,-0.170,0.000,5.000,True
2026-09-09 13:23:02.30+00:00,0,47.05050930,8.31592498,18.000,62.300,-0.170,0.000,5.000,True
2026-09-09 13:23:02.35+00:00,0,47.05050892,8.31592823,18.000,62.350,-0.170,0.000,5.000,True
2026-09-09 13:23:02.40+00:00,0,47.05050854,8.31593149,18.000,62.400,-0.170,0.000,5.000,True
2026-09-09 13:23:02.45+00:00,0,47.05050816,8.31593474,18.000,62.450,-0.170,0.000,5.000,True
2026-09-09 13:23:02.50+00:00,0,47.05050778,8.31593799,18.000,62.500,-0.170,0.000,5.000,True
2026-09-09 13:23:02.55+00:00,0,47.05050740,8.31594124,18.000,62.550,-0.170,0.000,5.000,True
2026-09-09 13:23:02.60+00:00,0,47.05050702,8.31594449,18.000,62.600,-0.170,0.000,5.000,True
2026-09-09 13:23:02.65+00:00,0,47.05050663,8.31594775,18.000,62.650,-0.170,0.000,5.000,True
2026-09-09 13:23:02.70+00:00,0,47.05050625,8.31595100,18.000,62.700,-0.170,0.000,5.000,True
2026-09-09 13:23:02.75+00:00,0,47.05050587,8.31595425,18.000,62.750,-0.170,0.000,5.000,True
2026-09-09 13:23:02.80+00:00,0,47.05050549,8.31595750,18.000,62.800,-0.170,0.000,5.000,True
2026-09-09 13:23:02.85+00:00,0,47.05050511,8.31596075,18.000,62.850,-0.170,0.000,5.000,True
2026-09-09 13:23:02.90+00:00,0,47.05050473,8.31596401,18.000,62.900,-0.170,0.000,5.000,True
2026-09-09 13:23:02.95+00:00,0,47.05050435,8.31596726,18.000,62.950,-0.170,0.000,5.000,True
2026-09-09 13:23:03.00+00:00,0,47.05050397,8.31597051,18.000,63.000,-0.170,0.000,5.000,True
2026-09-09 13:23:03.05+00:00,0,47.05050359,8.31597376,18.000,63.050,-0.170,0.000,5.000,True
2026-09-09 13:23:03.10+00:00,0,47.05050321,8.31597702,18.000,63.100,-0.170,0.000,5.000,True
2026-09-09 13:23:03.15+00:00,0,47.05050283,8.31598027,18.000,63.150,-0.170,0.000,5.000,True
2026-09-09 13:23:03.20+00:00,0,47.05050245,8.31598352,18.000,63.200,-0.170,0.000,5.000,True
2026-09-09 13:23:03.25+00:00,0,47.05050207,8.31598677,18.000,63.250,-0.170,0.000,5.000,True
2026-09-09 13:23:03.30+00:00,0,47.05050168,8.31599002,18.000,63.300,-0.170,0.000,5.000,True
2026-09-09 13:23:03.35+00:00,0,47.05050130,8.31599328,18.000,63.350,-0.170,0.000,5.000,True
2026-09-09 13:23:03.40+00:00,0,47.05050092,8.31599653,18.000,63.400,-0.170,0.000,5.000,True
2026-09-09 13:23:03.45+00:00,0,47.05050054,8.31599978,18.000,63.450,-0.170,0.000,5.000,True
2026-09-09 13:23:03.50+00:00,0,47.05050016,8.31600303,18.000,63.500,-0.170,0.000,5.000,True
2026-09-09 13:23:03.55+00:00,0,47.05049978,8.31600628,18.000,63.550,-0.170,0.000,5.000,True
2026-09-09 13:23:03.60+00:00,0,47.05049940,8.31600954,18.000,63.600,-0.170,0.000,5.000,True
2026-09-09 13:23:03.65+00:00,0,47.05049902,8.31601279,18.000,63.650,-0.170,0.000,5.000,True
2026-09-09 13:23:03.70+00:00,0,47.05049864,8.31601604,18.000,63.700,-0.170,0.000,5.000,True
2026-09-09 13:23:03.75+00:00,0,47.05049826,8.31601929,18.000,63.750,-0.170,0.000,5.000,True
2026-09-09 13:23:03.80+00:00,0,47.05049788,8.31602254,18.000,63.800,-0.170,0.000,5.000,True
2026-09-09 13:23:03.85+00:00,0,47.05049750,8.31602580,18.000,63.850,-0.170,0.000,5.000,True
2026-09-09 13:23:03.90+00:00,0,47.05049712,8.31602905,18.000,63.900,-0.170,0.000,5.000,True
2026-09-09 13:23:03.95+00:00,0,47.05049674,8.31603230,18.000,63.950,-0.170,0.000,5.000,True
2026-09-09 13:23:04.00+00:00,0,47.05049635,8.31603555,18.000,64.000,-0.170,0.000,5.000,True
2026-09-09 13:23:04.05+00:00,0,47.05049597,8.31603881,18.000,64.050,-0.170,0.000,5.000,True
2026-09-09 13:23:04.10+00:00,0,47.05049559,8.31604206,18.000,64.100,-0.170,0.000,5.000,True
2026-09-09 13:23:04.15+00:00,0,47.05049521,8.31604531,18.000,64.150,-0.170,0.000,5.000,True
2026-09-09 13:23:04.20+00:00,0,47.05049483,8.31604856,18.000,64.200,-0.170,0.000,5.000,True
2026-09-09 13:23:04.25+00:00,0,47.05049445,8.31605181,18.000,64.250,-0.170,0.000,5.000,True
2026-09-09 13:23:04.30+00:00,0,47.05049407,8.31605507,18.000,64.300,-0.170,0.000,5.000,True
2026-09-09 13:23:04.35+00:00,0,47.05049369,8.31605832,18.000,64.350,-0.170,0.000,5.000,True
2026-09-09 13:23:04.40+00:00,0,47.05049331,8.31606157,18.000,64.400,-0.170,0.000,5.000,True
2026-09-09 13:23:04.45+00:00,0,47.05049293,8.31606482,18.000,64.450,-0.170,0.000,5.000,True
2026-09-09 13:23:04.50+00:00,0,47.05049255,8.31606807,18.000,64.500,-0.170,0.000,5.000,True
2026-09-09 13:23:04.55+00:00,0,47.05049217,8.31607133,18.000,64.550,-0.170,0.000,5.000,True
2026-09-09 13:23:04.60+00:00,0,47.05049179,8.31607458,18.000,64.600,-0.170,0.000,5.000,True
2026-09-09 13:23:04.65+00:00,0,47.05049140,8.31607783,18.000,64.650,-0.170,0.000,5.000,True
2026-09-09 13:23:04.70+00:00,0,47.05049102,8.31608108,18.000,64.700,-0.170,0.000,5.000,True
2026-09-09 13:23:04.75+00:00,0,47.05049064,8.31608433,18.000,64.750,-0.170,0.000,5.000,True
2026-09-09 13:23:04.80+00:00,0,47.05049026,8.31608759,18.000,64.800,-0.170,0.000,5.000,True
2026-09-09 13:23:04.85+00:00,0,47.05048988,8.31609084,18.000,64.850,-0.170,0.000,5.000,True
2026-09-09 13:23:04.90+00:00,0,47.05048950,8.31609409,18.000,64.900,-0.170,0.000,5.000,True
2026-09-09 13:23:04.95+00:00,0,47.05048912,8.31609734,18.000,64.950,-0.170,0.000,5.000,True
2026-09-09 13:23:05.00+00:00,0,47.05048874,8.31610060,18.000,65.000,-0.170,0.000,5.000,True
2026-09-09 13:23:05.05+00:00,0,47.05048836,8.31610385,18.000,65.050,-0.170,0.000,5.000,True
2026-09-09 13:23:05.10+00:00,0,47.05048798,8.31610710,18.000,65.100,-0.170,0.000,5.000,True
2026-09-09 13:23:05.15+00:00,0,47.05048760,8.31611035,18.000,65.150,-0.170,0.000,5.000,True
2026-09-09 13:23:05.20+00:00,0,47.05048722,8.31611360,18.000,65.200,-0.170,0.000,5.000,True
2026-09-09 13:23:05.25+00:00,0,47.05048684,8.31611686,18.000,65.250,-0.170,0.000,5.000,True
2026-09-09 13:23:05.30+00:00,0,47.05048645,8.31612011,18.000,65.300,-0.170,0.000,5.000,True
2026-09-09 13:23:05.35+00:00,0,47.05048607,8.31612336,18.000,65.350,-0.170,-0.017,5.000,True
2026-09-09 13:23:05.40+00:00,0,47.05048569,8.31612661,18.000,65.400,-0.171,-0.017,5.000,True
2026-09-09 13:23:05.45+00:00,0,47.05048531,8.31612986,18.000,65.450,-0.172,-0.017,5.000,True
2026-09-09 13:23:05.50+00:00,0,47.05048493,8.31613312,18.000,65.500,-0.173,-0.035,5.000,True
2026-09-09 13:23:05.55+00:00,0,47.05048454,8.31613637,18.000,65.550,-0.175,-0.070,5.000,True
2026-09-09 13:23:05.60+00:00,0,47.05048415,8.31613962,18.000,65.600,-0.178,-0.105,5.000,True
2026-09-09 13:23:05.65+00:00,0,47.05048375,8.31614286,18.000,65.650,-0.183,-0.140,5.000,True
2026-09-09 13:23:05.70+00:00,0,47.05048334,8.31614611,18.000,65.700,-0.190,-0.140,5.000,True
2026-09-09 13:23:05.75+00:00,0,47.05048292,8.31614935,18.000,65.750,-0.197,-0.140,5.000,True
2026-09-09 13:23:05.80+00:00,0,47.05048248,8.31615258,18.000,65.800,-0.204,-0.140,5.000,True
2026-09-09 13:23:05.85+00:00,0,47.05048202,8.31615581,18.000,65.850,-0.211,-0.140,5.000,True
2026-09-09 13:23:05.90+00:00,0,47.05048155,8.31615904,18.000,65.900,-0.218,-0.140,5.000,True
2026-09-09 13:23:05.95+00:00,0,47.05048106,8.31616226,18.000,65.950,-0.225,-0.140,5.000,True
2026-09-09 13:23:06.00+00:00,0,47.05048056,8.31616548,18.000,66.000,-0.232,-0.140,5.000,True
2026-09-09 13:23:06.05+00:00,0,47.05048004,8.31616869,18.000,66.050,-0.239,-0.140,5.000,True
2026-09-09 13:23:06.10+00:00,0,47.05047951,8.31617190,18.000,66.100,-0.246,-0.140,5.000,True
2026-09-09 13:23:06.15+00:00,0,47.05047896,8.31617510,18.000,66.150,-0.253,-0.140,5.000,True
2026-09-09 13:23:06.20+00:00,0,47.05047840,8.31617829,18.000,66.200,-0.260,-0.140,5.000,True
2026-09-09 13:23:06.25+00:00,0,47.05047782,8.31618148,18.000,66.250,-0.267,-0.140,5.000,True
2026-09-09 13:23:06.30+00:00,0,47.05047723,8.31618466,18.000,66.300,-0.274,-0.140,5.000,True
2026-09-09 13:23:06.35+00:00,0,47.05047662,8.31618784,18.000,66.350,-0.281,-0.140,5.000,True
2026-09-09 13:23:06.40+00:00,0,47.05047600,8.31619101,18.000,66.400,-0.288,-0.140,5.000,True
2026-09-09 13:23:06.45+00:00,0,47.05047536,8.31619417,18.000,66.450,-0.295,-0.140,5.000,True
2026-09-09 13:23:06.50+00:00,0,47.05047470,8.31619733,18.000,66.500,-0.302,-0.140,5.000,True
2026-09-09 13:23:06.55+00:00,0,47.05047404,8.31620048,18.000,66.550,-0.309,-0.140,5.000,True
2026-09-09 13:23:06.60+00:00,0,47.05047335,8.31620363,18.000,66.600,-0.316,-0.140,5.000,True
